Treatment,Plot,SampTime,Season,MarshType,variable,Date,mean,sd,n,se
Nat,-1,SU2006,Summer,Fringing,rock,2006-08-15,0,0,14,0
Nat,-1,SU2006,Summer,Fringing,wrack,2006-08-15,0,0,14,0
Nat,-1,SU2006,Summer,Fringing,debris,2006-08-15,0,0,14,0
Nat,-1,SU2006,Summer,Fringing,snails_m2,2006-08-15,0,0,14,0
Nat,-1,SU2006,Summer,Fringing,liveStem_m2,2006-08-15,18.181818181818183,52.6836182922513,14,14.080289253227201
Nat,-1,SU2006,Summer,Fringing,HMean,2006-08-15,70.66666666666667,25.72422334428518,14,6.8750878782262355
Nat,-1,SU2006,Summer,Fringing,BMMean,2006-08-15,4.8781970032999995,3.054619588048309,14,0.8163814246718092
Nat,-1,SU2006,Summer,Fringing,BMtotal,2006-08-15,410.8193151059999,660.8540829821309,14,176.62068294070068
Nat,-1,SU2007,Summer,Fringing,Acri,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Bfru,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Bhal,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Cpal,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Dspi,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Hspp,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Ifru,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Jroe,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Lcar,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Malb,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Pame,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Sspp,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Salt,2007-08-09,10.914285714285715,18.27161973969708,14,4.88329578338301
Nat,-1,SU2007,Summer,Fringing,Slin,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Spat,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Srob,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Ssem,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,Vlut,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,macroalgae,2007-08-09,0.37142857142857144,0.9441549509633318,14,0.2523360247522242
Nat,-1,SU2007,Summer,Fringing,mussel,2007-08-09,0.18571428571428572,0.6948792289723034,14,0.18571428571428572
Nat,-1,SU2007,Summer,Fringing,oyster,2007-08-09,0.18571428571428572,0.6948792289723034,14,0.18571428571428572
Nat,-1,SU2007,Summer,Fringing,oyster_live,2007-08-09,6.964285714285714,11.188016057224056,14,2.990123065989847
Nat,-1,SU2007,Summer,Fringing,oyster_culch,2007-08-09,29.821428571428573,39.253420793047376,14,10.490917990460824
Nat,-1,SU2007,Summer,Fringing,rock,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,wrack,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,debris,2007-08-09,0,0,14,0
Nat,-1,SU2007,Summer,Fringing,snails_m2,2007-08-09,0.35714285714285715,0.9287827316640651,14,0.24822762633135206
Nat,-1,SU2007,Summer,Fringing,liveStem_m2,2007-08-09,36,74.96665925596525,14,20.03568245477482
Nat,-1,SU2007,Summer,Fringing,HMean,2007-08-09,53.8425,32.614551419354434,14,8.71660551675329
Nat,-1,SU2007,Summer,Fringing,BMMean,2007-08-09,4.045563117551666,4.0722160768535485,14,1.08834552603562
Nat,-1,SU2007,Summer,Fringing,BMtotal,2007-08-09,575.1206875938399,787.1673863521412,14,210.37933326943045
Nat,-1,SU2008,Summer,Fringing,Acri,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Bfru,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Bhal,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Cpal,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Dspi,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Hspp,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Ifru,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Jroe,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Lcar,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Malb,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Pame,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Sspp,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Salt,2008-09-02,13.416666666666666,28.73929313147715,14,7.680899174003791
Nat,-1,SU2008,Summer,Fringing,Slin,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Spat,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Srob,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Ssem,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,Vlut,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,macroalgae,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,mussel,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,oyster,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,oyster_live,2008-09-02,2.8375,5.4304329728602,14,1.4513442604487958
Nat,-1,SU2008,Summer,Fringing,oyster_culch,2008-09-02,38.458333333333336,41.837053136562034,14,11.181422779233658
Nat,-1,SU2008,Summer,Fringing,rock,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,wrack,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,debris,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,snails_m2,2008-09-02,0,0,14,0
Nat,-1,SU2008,Summer,Fringing,liveStem_m2,2008-09-02,NaN,NA,14,NA
Nat,-1,SU2008,Summer,Fringing,HMean,2008-09-02,93.78928571428571,2.318300089747321,14,0.6195917611115539
Nat,-1,SU2008,Summer,Fringing,BMMean,2008-09-02,9.34301401767857,0.9488067328326639,14,0.2535792657517276
Nat,-1,SU2008,Summer,Fringing,BMtotal,2008-09-02,NaN,NA,14,NA
Nat,-1,SU2009,Summer,Fringing,Acri,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Bfru,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Bhal,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Cpal,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Dspi,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Hspp,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Ifru,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Jroe,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Lcar,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Malb,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Pame,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Sspp,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Salt,2009-08-17,6.042857142857143,11.01268249901793,14,2.9432632014747537
Nat,-1,SU2009,Summer,Fringing,Slin,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Spat,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Srob,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Ssem,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,Vlut,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,macroalgae,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,mussel,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,oyster,2009-08-17,28.333333333333332,49.07477288111819,14,13.115784746777813
Nat,-1,SU2009,Summer,Fringing,oyster_live,2009-08-17,3.716666666666667,6.779257579804247,14,1.8118328000226995
Nat,-1,SU2009,Summer,Fringing,oyster_culch,2009-08-17,44.25,41.775101327334816,14,11.164865461760872
Nat,-1,SU2009,Summer,Fringing,rock,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,wrack,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,debris,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,snails_m2,2009-08-17,0,0,14,0
Nat,-1,SU2009,Summer,Fringing,liveStem_m2,2009-08-17,30.5,56.59946996218251,14,15.126844633677857
Nat,-1,SU2009,Summer,Fringing,HMean,2009-08-17,58.59285714285714,28.294587653404502,14,7.562046635648837
Nat,-1,SU2009,Summer,Fringing,BMMean,2009-08-17,4.6967982446428564,4.1396457221657865,14,1.106366856783483
Nat,-1,SU2009,Summer,Fringing,BMtotal,2009-08-17,470.96798232,858.010830328443,14,229.31304008789013
Nat,-1,SU2010,Summer,Fringing,Acri,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Bfru,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Bhal,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Cpal,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Dspi,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Hspp,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Ifru,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Jroe,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Lcar,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Malb,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Pame,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Sspp,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Salt,2010-08-08,7.035714285714286,16.742925355222408,14,4.47473502368376
Nat,-1,SU2010,Summer,Fringing,Slin,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Spat,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Srob,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Ssem,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,Vlut,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,macroalgae,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,mussel,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,oyster,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,oyster_live,2010-08-08,1.15,1.5942203302989402,14,0.42607330535773014
Nat,-1,SU2010,Summer,Fringing,oyster_culch,2010-08-08,17.857142857142858,32.61572802017018,14,8.71691997654854
Nat,-1,SU2010,Summer,Fringing,rock,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,wrack,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,debris,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,snails_m2,2010-08-08,0,0,14,0
Nat,-1,SU2010,Summer,Fringing,liveStem_m2,2010-08-08,61.92857142857143,152.68593420971857,14,40.80703239944811
Nat,-1,SU2010,Summer,Fringing,HMean,2010-08-08,54.20285714285714,21.91793227250328,14,5.857813799301632
Nat,-1,SU2010,Summer,Fringing,BMMean,2010-08-08,3.500535137142857,2.889980116263474,14,0.7723796749747887
Nat,-1,SU2010,Summer,Fringing,BMtotal,2010-08-08,445.138340256,677.0042507178106,14,180.9369968268324
Nat,-1,SU2011,Summer,Fringing,Acri,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Bfru,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Bhal,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Cpal,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Dspi,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Hspp,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Ifru,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Jroe,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Lcar,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Malb,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Pame,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Sspp,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Salt,2011-07-31,6.007142857142857,16.91575116164332,14,4.5209246633423295
Nat,-1,SU2011,Summer,Fringing,Slin,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Spat,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Srob,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Ssem,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,Vlut,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,macroalgae,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,mussel,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,oyster,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,oyster_live,2011-07-31,0.14642857142857144,0.4162397079874703,14,0.11124474128999619
Nat,-1,SU2011,Summer,Fringing,oyster_culch,2011-07-31,34,41.922088908611634,14,11.204149545278618
Nat,-1,SU2011,Summer,Fringing,rock,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,wrack,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,debris,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,snails_m2,2011-07-31,0,0,14,0
Nat,-1,SU2011,Summer,Fringing,liveStem_m2,2011-07-31,19.214285714285715,55.21451672470617,14,14.756700311439298
Nat,-1,SU2011,Summer,Fringing,HMean,2011-07-31,63.300000000000004,22.88908036597364,14,6.117364044843405
Nat,-1,SU2011,Summer,Fringing,BMMean,2011-07-31,3.6345680639999998,3.278617891849912,14,0.8762474895321022
Nat,-1,SU2011,Summer,Fringing,BMtotal,2011-07-31,402.77536444799995,849.4264151560131,14,227.01875862781466
Nat,-1,SU2012,Summer,Fringing,Acri,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Bfru,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Bhal,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Cpal,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Dspi,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Hspp,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Ifru,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Jroe,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Lcar,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Malb,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Pame,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Sspp,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Salt,2012-07-21,3.0576923076923075,10.357240747295387,13,2.8725817374383453
Nat,-1,SU2012,Summer,Fringing,Slin,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Spat,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Srob,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Ssem,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,Vlut,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,macroalgae,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,mussel,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,oyster,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,oyster_live,2012-07-21,0.38846153846153847,1.0222837681212114,13,0.2835305033873513
Nat,-1,SU2012,Summer,Fringing,oyster_culch,2012-07-21,46.5,46.36494724825354,13,12.85932266828932
Nat,-1,SU2012,Summer,Fringing,rock,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,wrack,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,debris,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,snails_m2,2012-07-21,0,0,13,0
Nat,-1,SU2012,Summer,Fringing,liveStem_m2,2012-07-21,17.923076923076923,57.21518087952639,13,15.868636030467634
Nat,-1,SU2012,Summer,Fringing,HMean,2012-07-21,64.54285714285714,17.564344293943638,13,4.87147261320901
Nat,-1,SU2012,Summer,Fringing,BMMean,2012-07-21,3.8468586514285708,1.8820796462868816,13,0.5219949745534216
Nat,-1,SU2012,Summer,Fringing,BMtotal,2012-07-21,224.49750041142855,568.927875628139,13,157.79220212446572
Nat,-1,SU2013,Summer,Fringing,Acri,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Bfru,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Bhal,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Cpal,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Dspi,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Hspp,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Ifru,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Jroe,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Lcar,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Malb,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Pame,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Sspp,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Salt,2013-07-22,2.757142857142857,10.001650962617221,14,2.6730536574436736
Nat,-1,SU2013,Summer,Fringing,Slin,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Spat,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Srob,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Ssem,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,Vlut,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,macroalgae,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,mussel,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,oyster,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,oyster_live,2013-07-22,0.9321428571428572,2.128344168854958,14,0.5688239057852427
Nat,-1,SU2013,Summer,Fringing,oyster_culch,2013-07-22,25.714285714285715,40.37598023850047,14,10.79093462197314
Nat,-1,SU2013,Summer,Fringing,rock,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,wrack,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,debris,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,snails_m2,2013-07-22,0,0,14,0
Nat,-1,SU2013,Summer,Fringing,liveStem_m2,2013-07-22,13.571428571428571,46.81997319638159,14,12.513164182771366
Nat,-1,SU2013,Summer,Fringing,HMean,2013-07-22,47.75277777777778,29.482905043682766,14,7.879637817160737
Nat,-1,SU2013,Summer,Fringing,BMMean,2013-07-22,2.4813936899999995,2.6470915671671187,14,0.7074649796969898
Nat,-1,SU2013,Summer,Fringing,BMtotal,2013-07-22,327.14318503999993,554.0408804282467,14,148.07365377350624
Nat,-1,SU2014,Summer,Fringing,Acri,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Bfru,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Bhal,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Cpal,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Dspi,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Hspp,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Ifru,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Jroe,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Lcar,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Malb,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Pame,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Sspp,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Salt,2014-07-25,0.2571428571428571,0.9335328148937865,14,0.24949713947451477
Nat,-1,SU2014,Summer,Fringing,Slin,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Spat,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Srob,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Ssem,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,Vlut,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,macroalgae,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,mussel,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,oyster,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,oyster_live,2014-07-25,11.117857142857142,26.97194131188684,14,7.208554531803903
Nat,-1,SU2014,Summer,Fringing,oyster_culch,2014-07-25,31.428571428571427,44.56751884796523,14,11.91117043626257
Nat,-1,SU2014,Summer,Fringing,rock,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,wrack,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,debris,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,snails_m2,2014-07-25,0,0,14,0
Nat,-1,SU2014,Summer,Fringing,liveStem_m2,2014-07-25,6.3076923076923075,22.14868173422749,14,5.919484187012669
Nat,-1,SU2014,Summer,Fringing,HMean,2014-07-25,62.65,36.55742058734451,14,9.770381627288524
Nat,-1,SU2014,Summer,Fringing,BMMean,2014-07-25,3.65264838,3.9438473710016435,14,1.0540375462869491
Nat,-1,SU2014,Summer,Fringing,BMtotal,2014-07-25,40.998456,39.76162801440107,14,10.626742083588674
Nat,-1,SU2015,Summer,Fringing,Acri,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Bfru,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Bhal,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Cpal,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Dspi,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Hspp,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Ifru,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Jroe,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Lcar,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Malb,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Pame,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Sspp,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Salt,2015-07-20,0.6923076923076923,2.0870479704044254,13,0.5788429593574005
Nat,-1,SU2015,Summer,Fringing,Slin,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Spat,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Srob,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Ssem,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,Vlut,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,macroalgae,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,mussel,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,oyster,2015-07-20,0.3,0.6708203932499369,13,0.1860521018838127
Nat,-1,SU2015,Summer,Fringing,oyster_live,2015-07-20,4.004166666666666,5.5526594092517065,13,1.5400306319418933
Nat,-1,SU2015,Summer,Fringing,oyster_culch,2015-07-20,25.670833333333334,35.21124857932691,13,9.76584324814398
Nat,-1,SU2015,Summer,Fringing,rock,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,wrack,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,debris,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,snails_m2,2015-07-20,0,0,13,0
Nat,-1,SU2015,Summer,Fringing,liveStem_m2,2015-07-20,4.384615384615385,14.373230102859399,13,3.9864167792232394
Nat,-1,SU2015,Summer,Fringing,HMean,2015-07-20,62.41,38.226192590944756,13,10.602038265570227
Nat,-1,SU2015,Summer,Fringing,BMMean,2015-07-20,4.586556238139999,5.1242041936861185,13,1.421198535867916
